"TID_FEATURED_CHARACTERS","Featured Characters","Persos disponibles","Gefeaturete Charaktere","Personajes destacados","Personaggi partecipanti","Beschikbare personages","Öne Çıkan Karakterler","注目のキャラクター","사용 가능한 캐릭터","Участвующие персонажи","الشخصيات المشاركة","Personagens disponíveis","推荐角色","推薦角色","Karakter Pilihan","ตัวละครเด่น","Mukana olevat hahmot"
"TID_FEATURED_SPELLS","Spells in Map","Sorts de la carte","Zauber in Map","Hechizos en el mapa","Incantesimi nella mappa","Beschikbare spreuken","Haritadaki Büyüler","登場する呪文","등장하는 마법","Заклинания на карте","التعويذات الموجودة بالخريطة","Feitiços no mapa","地图所含法术","地圖所含法術","Mantra dalam Peta","อาคมในแผนที่","Kentän loitsut"
"TID_WORLD_2V2V2V2","DUO","DUO","DUO","DÚO","IN COPPIA","DUO","İKİLİ","デュオ","듀오","ПАРНЫЙ","زوجي","DUPLA","双人","雙人","DUO","สองคน","DUO"
"TID_UNLOCKS","Unlocks at:","Déblocage :","Freischalten auf:","Desbloqueo en:","Si sblocca:","Ontgrendelt bij:","Açılması için:","アンロック条件：","잠금 해제:","Требуется:","الفتح في:","Disponível em:","解锁于：","解鎖於：","Terbuka di:","ปลดล็อคที่:","Avautuu:"
"TID_NOT_FOUND","NOT FOUND","INTROUVABLE","NICHT GEFUNDEN","POR ENCONTRAR","DA TROVARE","NIET GEVONDEN","BULUNAMADI","未入手","미보유","НЕ НАЙДЕНО","غير موجود","NÃO ENCONTRADO","未获得","無法獲得","TIDAK DITEMUKAN","ไม่พบ","EI LÖYDETTY"
"TID_USE","USE","UTILISER","VERWENDEN","USAR","USA","GEBRUIKEN","KULLAN","使用","사용","ИСПОЛЬЗОВАТЬ","استخدام","USAR","使用","使用","GUNAKAN","ใช้","KÄYTÄ"
"TID_TEAMMATE_DOWN","Teammate busted!","Allié buté !","Teammitglied gebustet!","¡Aliado pillado!","Alleato annientato!","Teamgenoot verslagen!","Takım arkadaşın yok edildi!","チームメイトが玉砕！","팀원이 처치되었습니다!","Товарищ по команде побеждён!","تم إقصاء زميلك!","Aliado derrotado!","队友被击倒！","隊友被擊倒！","Rekan tim tumbang!","เพื่อนร่วมทีมถูกปราบ!","Joukkuekaveri jyrätty!"
"TID_TEAMMATE_DOWN_TIMER","Teammate revives in: <time>","Allié ranimé dans : <time>","Teammitglied-Respawn: <time>","Tu aliado volverá a la batalla dentro de: <time>.","L'alleato ritorna tra: <time>","Teamgenoot komt terug over: <time>","Takım arkadaşının canlanmasına: <time>","チームメイトの復活まで：<time>","팀원 부활까지: <time>","Товарищ по команде оживёт через <time>","سيرجع الزميل خلال: <time>","Seu aliado volta em: <time>","队友复活倒计时：<time>","隊友復活倒數：<time>","Rekan Tim dibangkitkan dalam: <time>","เพื่อนร่วมทีมจะฟื้นใน: <time>","Joukkuekaveri palaa <time> kuluttua."
"TID_CHARACTER_NEED_MORE_POINTS_TO_UPGRADE","Collect more Elixir to upgrade!","Récupérez plus d'élixir !","Sammle mehr Elixier, um upzugraden!","¡Consigue más elixir para mejorar!","Ti serve dell'altro elisir per il miglioramento!","Verzamel meer elixir om te upgraden!","Yükseltmek için daha fazla iksir topla!","アップグレードするにはエリクサーが足りません！","업그레이드하려면 엘릭서가 더 필요합니다!","Собирай эликсир для улучшений!","اجمع المزيد من الإكسير للترقية!","Colete mais elixir para melhorar!","收集更多圣水以进行升级！","需要更多聖水才能升級！","Kumpulkan lebih banyak Eliksir untuk meningkatkan!","เก็บน้ำอมฤตเพิ่มเพื่ออัปเกรด!","Kerää lisää eliksiiriä, niin voit päivittää!"
"TID_CHARACTER_ON_MAX_LEVEL_FOR_LEAGUE","More upgrades available next World!","Plus d'améliorations à la prochaine ligue !","In der nächsten Liga sind mehr Upgrades verfügbar!","¡Más mejoras disponibles en la próxima liga!","Altri miglioramenti disponibili nella prossima lega!","Er zijn meer upgrades beschikbaar in de volgende divisie!","Sıradaki ligde daha fazla yükseltme olacak!","アップグレードするには次のリーグに到達する必要があります！","다음 리그에서 추가 업그레이드가 가능합니다!","Больше улучшений в следующей лиге!","تتوفر المزيد من الترقيات في الدوري التالي!","Mais melhorias na próxima liga!","进入下一级联赛可升至更高等级！","進入下一階聯賽可升至更高等級！","Peningkatan lebih lanjut tersedia di Liga berikutnya!","มีการอัปเกรดมากขึ้นในลีกถัดไป!","Lisää päivityksiä saatavilla seuraavassa liigassa!"
"TID_NOT_CURRENT_ITEM_ON_TRACK","Complete the previous upgrades first","Finissez d'abord les améliorations précédentes","Schließe zuerst die vorherigen Upgrades ab.","Completa antes las mejoras anteriores.","Prima completa i miglioramenti precedenti.","Voltooi eerst de vorige upgrades.","Önceki yükseltmeleri tamamlamalısın.","前のアップグレードを完了してください","이전 업그레이드를 먼저 완료해주세요.","Сначала заверши предыдущие улучшения","أكمل الترقيات السابقة أولاً","Termine as melhorias anteriores primeiro.","需要先完成前一项升级","需要先完成前一項升級","Selesaikan peningkatan sebelumnya terlebih dahulu","ทำการอัปเกรดก่อนหน้าให้เสร็จก่อน","Viimeistele ensin aiemmat päivitykset."
"TID_FEATURED_IN_LEAGUE","Characters","Persos","Charaktere","Personajes","Personaggi","Personages","Karakterler","キャラクター","캐릭터","Персонажи","الشخصيات","Personagens","角色","角色","Karakter","ตัวละคร","Hahmot"
"TID_NEXT_GOAL","Next Goal","Prochain objectif","Nächstes Ziel","Próximo objetivo","Obiettivo successivo","Volgend doel","Sıradaki hedef","次の目標","다음 목표","Следующая цель","الهدف التالي","Próximo objetivo","下一目标","下個目標","Target Berikutnya","เป้าหมายถัดไป","Seuraava etappi"
"TID_CLAIMED","Claimed","Récupéré","Eingefordert","Reclamado","Ritirato","Opgehaald","Alındı","回収済み","수령 완료","Получено","تمت المطالبة","Resgatado","已领取","已領取","Diklaim","รับแล้ว","Lunastettu"
"TID_CANCELING","Canceling..","Annulation...","Abbruch ...","Cancelando...","Annull.","Annuleren...","Çıkılıyor..","キャンセル中","취소 중...","Отмена...","جارٍ الإلغاء...","Cancelando...","正在取消...","正在取消...","Batal ...","กำลังยกเลิก..","Peruutetaan..."
"TID_HINT_GOLD_BUTTON","<cedaf3e>COINS</c> buy character upgrades.\n\nGet more from battles, the Shop, or purchase with <c800080>DIAMONDS</c>.\n\nMaximum coins is <capacity>","Les <cedaf3e>pièces</c> permettent d'acheter des améliorations.\n\nRécupérez-en au combat, dans le magasin ou contre des <c800080>diamants</c>.","Mit <cedaf3e>MÜNZEN</c> kannst du Upgrades für deine Charaktere kaufen.\n\nMehr bekommst du in Kämpfen oder im Shop. Du kannst sie auch mit <c800080>DIAMANTEN</c> kaufen.\n\nDas Maximum an Münzen beträgt <capacity>.","Las <cedaf3e>monedas</c> sirven para comprar mejoras de personajes.\n\nConsigue más en las batallas, en la tienda o cómpralas con <c800080>diamantes</c>.\n\nEl máximo es <capacity> monedas.","Le <cedaf3e>MONETE</c> servono a comprare i miglioramenti dei personaggi.\n\nOttienine di più dalle battaglie o dal negozio, oppure acquistale con i <c800080>DIAMANTI</c>.\n\nNe puoi possedere al massimo <capacity> per volta.","Met <cedaf3e>MUNTEN</c> kun je je personages upgraden.\n\nJe kunt ze verkrijgen via gevechten, in de winkel of door ze te kopen met <c800080>DIAMANTEN</c>.\n\nMax. aantal: <capacity>.","<cedaf3e>ALTIN</c>, karakter yükseltmeleri için kullanılır.\n\nSavaşlardan, dükkandan veya <c800080>ELMAS</c> karşılığı alınabilir.\n\nMaksimum altın: <capacity>.","<cedaf3e>コイン</c>は、キャラクターのアップグレードに必要です。\n\nバトルやショップから入手できるほか、<c800080>ダイヤモンド</c>でも購入可能です。\n\n最大<capacity>枚まで所持できます。","<cedaf3e>코인</c>은 캐릭터 업그레이드를 구매하는 데 사용됩니다.\n\n전투나 상점에서 획득하거나 <c800080>다이아몬드</c>를 사용해 구매하세요.\n\n보유 한도: <capacity>개","<cedaf3e>МОНЕТЫ</c> позволяют улучшать персонажей.\n\nЗарабатывай их в боях, покупай в магазине или приобретай за <c800080>АЛМАЗЫ</c>.\n\nМаксимальное количество: <capacity>.","<cedaf3e>النقود</c> تشتري ترقيات الشخصيات.\n\nاحصل على المزيد منها عبر المعارك والمتجر والشراء مقابل <c800080>الماسات</c>. \n\nالحد الأقصى للنقود <capacity>","<cedaf3e>MOEDAS</c> servem para melhorar os personagens.\n\nObtenha mais nas batalhas, na loja ou com <c800080>diamantes</c>.\n\nMáximo de moedas: <capacity>","<cedaf3e>金币</c>可用于升级角色。\n\n通过对战和商店，或使用<c800080>钻石</c>购买，获取更多金币。\n\n存储上限为<capacity>","<cedaf3e>金幣</c>可用於升級角色。\n\n金幣可透過對戰和商店獲取，或使用<c800080>鑽石</c>購買。\n\n金幣儲存上限為<capacity>","<cedaf3e>KOIN</c> digunakan untuk meningkatkan karakter.\n\nKoin dapat diraih dari laga, Toko, atau dibeli dengan <c800080>BERLIAN</c>.\n\nMaks. dimiliki: <capacity>.","<cedaf3e>เหรียญ</c>ใช้สำหรับซื้อการ\nอัปเกรดให้กับตัวละคร\n\nสามารถหาได้จากการต่อสู้ ร้านค้า หรือซื้อด้วย<c800080>เพชร</c>\n\nจำนวนเหรียญสูงสุดคือ <capacity> เหรียญ","<cedaf3e>Kolikoilla</c> ostetaan hahmojen päivityksiä.\n\nHanki lisää taisteluista ja kaupasta tai osta niitä <c800080>timanteilla</c>.\n\nEnimmäismäärä on <capacity>."
"TID_DYNAMIKE_SPECIAL_UPGRADE","Deals <value>% more damage","Augmente les dégâts infligés de <value> %","Verursacht <value> % mehr Schaden.","Inflige un <value> % más de daño.","Causa il <value>% dei danni in più.","Richt <value>% meer schade aan.","%<value> daha fazla hasar verir.","与ダメージが<value>％上昇","피해량이 <value>% 증가합니다.","Наносит на <value> % больше урона.","تلحق ضررًا أكبر بنسبة <value>%","Inflige <value>% mais dano.","造成的伤害提升<value>%。","造成的傷害提升<value>%。","Memberikan kerusakan <value>% lebih banyak","สร้างความเสียหายเพิ่มขึ้น <value>%","Aiheuttaa <value> % enemmän tuhoa."
"TID_HOG_RIDER_SPECIAL_UPGRADE","Bust foes to hammer charge with <value>% improved damage","Augmente les dégâts de la charge du marteau de <value> %","Buste Feinde, um die Hammerattacke um <value> % zu verstärken.","Pilla a enemigos para lanzar un martillazo que inflija un <value> % más de daño.","Carica i nemici col martello dopo averne annientato un certo numero, causando il <value>% in più dei danni normali.","Versla vijanden voor een hameraanval met <value>% extra aanvalsschade.","Düşmanlar yok edildiğinde %<value> daha fazla hasar veren bir çekiç saldırısı yapar.","ハンマーチャージの与ダメージが<value>％上昇","해머 공격의 피해량이 <value>% 증가합니다.","Побеждай врагов, чтобы увеличить урон от удара молота на <value> %.","قم بإقصاء الأعداء لشن هجوم المطرقة بضرر محسن بنسبة <value>%","Derrote inimigos para realizar um ataque de martelo com <value>% de dano extra.","击倒敌人后发起的战锤冲锋伤害提升<value>%。","擊倒敵人後發起的戰錘衝鋒傷害提升<value>%。","Kerusakan dari hantaman palu meningkat <value>% saat menumbangkan lawan","ปราบศัตรูเพื่อชาร์จทุบด้วยความเสียหายที่ดีขึ้น <value>%","Jyrää vihollisia, niin voit tehdä moukarihyökkäyksen <value> % paremmalla tuholla."
"TID_HOG_RIDER_SPECIAL_UPGRADE_LEVEL1","Bust <super> foes to do a hammer charge","Butez <super> ennemis pour charger avec votre marteau","Buste <super> Feinde, um eine Hammerattacke durchzuführen.","Pilla a <super> enemigos y lanza un martillazo.","Carica i nemici col martello dopo averne annientati <super>.","Versla <super> vijanden voor een hameraanval.","<super> düşman yok ettiğinde bir çekiç saldırısı yapar.","敵を<super>体倒すとハンマーチャージを発動","<super>명의 적을 처치하면 해머 공격을 시전합니다.","Победи врагов (<super>) для атаки ударом молота.","قم بإقصاء <super> من الأعداء لتنفيذ هجوم مطرقة","Derrote <super> inimigos para realizar um ataque de martelo.","击倒<super>个敌人可发起一次战锤冲锋。","擊倒<super>個敵人可發起戰錘衝鋒。","Melayangkan hantaman palu saat menumbangkan <super> lawan","ปราบศัตรู <super> คนเพื่อชาร์จทุบ","Tee moukarihyökkäys jyräämällä <super> vihollista."
